Route_ID,From_City,From_State,To_City,To_State,Bus_Operator,Bus_Type,Distance_Miles,Distance_KM,Primary_Highway,Departure_Time,Arrival_Time,Duration_Hours,Ticket_Price_USD,Seats_Available,Total_Seats,Amenities,Booking_Type
179,Dallas,Texas,Houston,Texas,FlixBus Afternoon,AC,230,370,I-95,12:00,16:00,4.2,29,12,45,"WiFi, AC, Restroom, Charging",Station
180,Dallas,Texas,Austin,Texas,Trailways Morning,Seater,185,297,I-35,07:00,10:00,3.4,35,0,55,"AC, Charging",Online
181,Dallas,Texas,Austin,Texas,Megabus Morning,Luxury,185,297,I-70,09:00,12:00,3.4,34,45,45,"AC, Restroom",Online
182,Dallas,Texas,Austin,Texas,Southeastern Stages Evening,Sleeper,185,297,I-95,17:00,20:00,3.4,22,24,45,"WiFi, AC",Station
183,Dallas,Texas,San Antonio,Texas,FlixBus Morning,Seater,259,416,US-1,10:00,14:00,4.7,30,10,45,AC,Online
184,Dallas,Texas,San Antonio,Texas,Megabus Morning,Luxury,259,416,I-90,10:00,14:00,4.7,43,1,50,"AC, Charging",Online/Station
185,Dallas,Texas,Oklahoma City,Oklahoma,FlixBus Morning,Sleeper,192,308,US-1,10:00,13:00,3.5,31,2,45,"AC, Restroom",Station
186,Dallas,Texas,Oklahoma City,Oklahoma,Greyhound Afternoon,Seater,192,308,I-95,12:00,15:00,3.5,26,23,45,"WiFi, AC, Restroom, Charging",Online/Station
187,Dallas,Texas,Oklahoma City,Oklahoma,BoltBus Night,Seater,192,308,I-35,20:00,23:00,3.5,28,10,50,"WiFi, AC, Charging",Online/Station
188,Dallas,Texas,El Paso,Texas,BoltBus Morning,Luxury,672,1081,I-95,11:00,23:00,12.2,148,4,45,"AC, Charging",Online/Station
189,Dallas,Texas,El Paso,Texas,Greyhound Afternoon,Seater,672,1081,I-10,15:00,03:00,12.2,165,9,40,"WiFi, AC",Online
190,Dallas,Texas,El Paso,Texas,Greyhound Night,Luxury,672,1081,I-75,20:00,08:00,12.2,92,48,50,AC,Online
191,Houston,Texas,San Antonio,Texas,FlixBus Evening,Luxury,216,347,I-40,17:00,20:00,3.9,38,38,40,"AC, Restroom",Online
192,Houston,Texas,San Antonio,Texas,Southeastern Stages Evening,Sleeper,216,347,I-80,18:00,21:00,3.9,27,17,45,"WiFi, Charging",Online
193,Houston,Texas,San Antonio,Texas,Megabus Evening,Seater,216,347,I-70,17:00,20:00,3.9,25,34,40,"AC, Restroom",Online/Station
194,Houston,Texas,Austin,Texas,OurBus Morning,Luxury,167,268,I-75,08:00,11:00,3.0,17,14,40,"WiFi, AC, Restroom, Charging",Online/Station
195,Houston,Texas,Austin,Texas,Peter Pan Morning,Seater,167,268,I-75,06:00,09:00,3.0,41,41,45,"WiFi, AC, Restroom, Charging",Online
196,Houston,Texas,Austin,Texas,RedCoach Afternoon,Sleeper,167,268,I-75,14:00,17:00,3.0,30,49,50,"WiFi, AC",Online/Station
197,Houston,Texas,Austin,Texas,OurBus Afternoon,Seater,167,268,I-90,12:00,15:00,3.0,39,40,55,"WiFi, AC, Charging",Online/Station
198,Houston,Texas,New Orleans,Louisiana,Megabus Night,Luxury,365,587,I-40,20:00,02:00,6.6,72,12,50,"WiFi, AC, Charging",Online/Station
199,Houston,Texas,New Orleans,Louisiana,BoltBus Morning,AC,365,587,I-75,11:00,17:00,6.6,57,3,45,"WiFi, Charging",Station
200,Houston,Texas,New Orleans,Louisiana,Megabus Evening,Luxury,365,587,I-40,17:00,23:00,6.6,85,33,55,"WiFi, AC, Restroom, Charging",Station
201,Houston,Texas,New Orleans,Louisiana,Trailways Morning,Seater,365,587,I-40,06:00,12:00,6.6,74,40,40,"WiFi, AC, Restroom, Charging",Station
202,Houston,Texas,Baton Rouge,Louisiana,Southeastern Stages Evening,Sleeper,292,469,I-95,19:00,00:00,5.3,45,50,50,"WiFi, AC, Charging",Station
203,Houston,Texas,Baton Rouge,Louisiana,RedCoach Morning,Seater,292,469,I-5,06:00,11:00,5.3,72,13,45,"WiFi, AC, Snacks",Online
204,Houston,Texas,Baton Rouge,Louisiana,Jefferson Lines Afternoon,AC,292,469,I-40,16:00,21:00,5.3,30,52,55,AC,Online/Station
205,Houston,Texas,Baton Rouge,Louisiana,Peter Pan Evening,Sleeper,292,469,US-66,19:00,00:00,5.3,26,49,50,"WiFi, AC",Online
206,New Orleans,Louisiana,Baton Rouge,Louisiana,FlixBus Morning,Sleeper,84,135,I-35,10:00,11:00,1.5,13,19,40,"WiFi, AC, Charging",Station
207,New Orleans,Louisiana,Baton Rouge,Louisiana,OurBus Evening,AC,84,135,I-40,19:00,20:00,1.5,10,25,50,"AC, Restroom",Online/Station
208,New Orleans,Louisiana,Baton Rouge,Louisiana,RedCoach Afternoon,AC,84,135,US-1,16:00,17:00,1.5,13,9,45,"WiFi, AC, Restroom, Charging",Online/Station
209,New Orleans,Louisiana,Baton Rouge,Louisiana,Southeastern Stages Afternoon,AC,84,135,I-95,12:00,13:00,1.5,15,6,40,"WiFi, AC, Charging",Online/Station
210,New Orleans,Louisiana,Jackson,Mississippi,Megabus Morning,Seater,162,260,I-25,08:00,10:00,2.9,22,9,45,"WiFi, Charging",Online/Station
211,New Orleans,Louisiana,Jackson,Mississippi,RedCoach Morning,Sleeper,162,260,I-95,08:00,10:00,2.9,15,44,55,"AC, Restroom",Online/Station
212,Nashville,Tennessee,Memphis,Tennessee,Trailways Morning,Luxury,236,379,I-40,11:00,15:00,4.3,54,5,40,AC,Online/Station
213,Nashville,Tennessee,Memphis,Tennessee,Greyhound Afternoon,Luxury,236,379,US-1,16:00,20:00,4.3,19,30,50,"WiFi, AC",Online
214,Nashville,Tennessee,Memphis,Tennessee,Trailways Evening,AC,236,379,US-66,17:00,21:00,4.3,51,36,45,"WiFi, AC, Snacks",Online
215,Nashville,Tennessee,Memphis,Tennessee,Greyhound Afternoon,Sleeper,236,379,I-75,16:00,20:00,4.3,54,4,50,"WiFi, AC",Online/Station
216,Nashville,Tennessee,Knoxville,Tennessee,FlixBus Afternoon,Seater,197,316,I-40,15:00,18:00,3.6,33,14,40,"AC, Restroom",Station
217,Nashville,Tennessee,Knoxville,Tennessee,OurBus Afternoon,Seater,197,316,US-66,15:00,18:00,3.6,19,15,55,"WiFi, AC, Restroom, Charging",Online/Station
218,Nashville,Tennessee,Louisville,Kentucky,Megabus Afternoon,AC,160,257,US-1,16:00,18:00,2.9,37,19,40,"WiFi, Charging",Online/Station
219,Nashville,Tennessee,Louisville,Kentucky,Greyhound Morning,Seater,160,257,US-1,08:00,10:00,2.9,38,12,40,"WiFi, Charging",Station
220,Nashville,Tennessee,Louisville,Kentucky,Megabus Morning,Seater,160,257,I-5,06:00,08:00,2.9,36,33,45,"AC, Charging",Online
221,Nashville,Tennessee,Louisville,Kentucky,RedCoach Night,Seater,160,257,I-75,22:00,00:00,2.9,31,34,55,"AC, Charging",Station
222,Nashville,Tennessee,Birmingham,Alabama,Greyhound Afternoon,Luxury,182,292,US-66,14:00,17:00,3.3,45,23,40,"AC, Restroom",Online/Station
223,Nashville,Tennessee,Birmingham,Alabama,BoltBus Afternoon,Seater,182,292,I-5,14:00,17:00,3.3,24,29,50,"AC, Restroom",Online/Station
224,Charlotte,North Carolina,Raleigh,North Carolina,Peter Pan Morning,Luxury,156,251,US-1,11:00,13:00,2.8,36,33,50,"WiFi, AC, Charging",Online
225,Charlotte,North Carolina,Raleigh,North Carolina,Greyhound Afternoon,AC,156,251,I-35,16:00,18:00,2.8,23,14,40,"WiFi, Charging",Online
226,Charlotte,North Carolina,Raleigh,North Carolina,Southeastern Stages Night,Sleeper,156,251,I-70,20:00,22:00,2.8,26,17,40,"AC, Charging",Online/Station
227,Charlotte,North Carolina,Greensboro,North Carolina,OurBus Evening,Luxury,93,149,I-25,17:00,18:00,1.7,10,48,50,AC,Online
228,Charlotte,North Carolina,Greensboro,North Carolina,FlixBus Morning,AC,93,149,I-10,11:00,12:00,1.7,10,40,50,"WiFi, AC, Charging",Online
229,Charlotte,North Carolina,Greensboro,North Carolina,RedCoach Morning,Sleeper,93,149,I-10,09:00,10:00,1.7,15,36,55,"WiFi, AC, Charging",Online/Station
230,Charlotte,North Carolina,Virginia Beach,Virginia,Megabus Evening,Sleeper,353,567,I-5,17:00,23:00,6.4,69,44,50,"AC, Restroom",Online/Station
231,Charlotte,North Carolina,Virginia Beach,Virginia,FlixBus Morning,Sleeper,353,567,I-70,10:00,16:00,6.4,65,38,50,AC,Online
232,Charlotte,North Carolina,Virginia Beach,Virginia,Trailways Afternoon,Seater,353,567,I-25,16:00,22:00,6.4,33,48,50,AC,Station
233,Charlotte,North Carolina,Virginia Beach,Virginia,FlixBus Morning,Sleeper,353,567,I-25,08:00,14:00,6.4,46,7,40,"AC, Charging",Station
234,Detroit,Michigan,Cleveland,Ohio,OurBus Morning,Luxury,109,175,I-90,07:00,09:00,2.0,10,5,45,"WiFi, AC, Charging",Station
235,Detroit,Michigan,Cleveland,Ohio,Greyhound Evening,Sleeper,109,175,I-35,17:00,19:00,2.0,16,25,40,"WiFi, AC",Online
236,Detroit,Michigan,Cleveland,Ohio,Greyhound Morning,Luxury,109,175,I-80,06:00,08:00,2.0,11,9,45,"AC, Charging",Station
237,Detroit,Michigan,Cleveland,Ohio,Southeastern Stages Morning,Seater,109,175,I-70,10:00,12:00,2.0,18,14,50,"WiFi, AC, Charging",Online
238,Detroit,Michigan,Grand Rapids,Michigan,BoltBus Morning,Seater,186,299,I-95,07:00,10:00,3.4,18,35,50,"WiFi, AC, Charging",Station
239,Detroit,Michigan,Grand Rapids,Michigan,Greyhound Evening,Seater,186,299,I-80,18:00,21:00,3.4,24,7,40,"WiFi, AC",Online
240,Detroit,Michigan,Grand Rapids,Michigan,BoltBus Afternoon,Sleeper,186,299,I-75,14:00,17:00,3.4,22,33,50,AC,Online
241,Detroit,Michigan,Grand Rapids,Michigan,RedCoach Afternoon,Sleeper,186,299,US-1,12:00,15:00,3.4,40,49,55,"WiFi, Charging",Station
242,Detroit,Michigan,Lansing,Michigan,Jefferson Lines Evening,Sleeper,107,172,I-80,19:00,20:00,1.9,19,38,40,"WiFi, AC, Charging",Online/Station
243,Detroit,Michigan,Lansing,Michigan,RedCoach Morning,Sleeper,107,172,I-25,08:00,09:00,1.9,20,2,50,"WiFi, AC, Charging",Online
244,Detroit,Michigan,Lansing,Michigan,Jefferson Lines Evening,Sleeper,107,172,US-66,19:00,20:00,1.9,26,17,55,"WiFi, AC, Snacks",Station
245,Cleveland,Ohio,Pittsburgh,Pennsylvania,Trailways Morning,Sleeper,138,222,I-95,11:00,13:00,2.5,21,6,45,"WiFi, AC, Restroom, Charging",Station
246,Cleveland,Ohio,Pittsburgh,Pennsylvania,OurBus Morning,AC,138,222,I-75,06:00,08:00,2.5,15,30,45,AC,Online/Station
247,Cleveland,Ohio,Columbus,Ohio,Greyhound Morning,Seater,139,223,I-40,08:00,10:00,2.5,31,2,50,"AC, Restroom",Online/Station
248,Cleveland,Ohio,Columbus,Ohio,Southeastern Stages Morning,Luxury,139,223,I-10,10:00,12:00,2.5,21,3,40,AC,Online/Station
249,Cleveland,Ohio,Columbus,Ohio,Trailways Afternoon,Sleeper,139,223,I-10,16:00,18:00,2.5,17,11,55,"WiFi, AC, Snacks",Online
250,Cleveland,Ohio,Cincinnati,Ohio,Megabus Morning,Seater,255,410,I-5,09:00,13:00,4.6,54,25,45,"WiFi, AC, Charging",Online
251,Cleveland,Ohio,Cincinnati,Ohio,Jefferson Lines Morning,AC,255,410,I-90,06:00,10:00,4.6,50,7,45,"WiFi, AC, Charging",Station
252,Cleveland,Ohio,Cincinnati,Ohio,RedCoach Morning,Luxury,255,410,I-80,10:00,14:00,4.6,49,24,50,"WiFi, AC, Restroom, Charging",Online
253,Cleveland,Ohio,Cincinnati,Ohio,Southeastern Stages Afternoon,Sleeper,255,410,I-70,14:00,18:00,4.6,39,52,55,"WiFi, AC, Charging",Online
254,Columbus,Ohio,Cincinnati,Ohio,OurBus Morning,AC,120,193,I-40,09:00,11:00,2.2,25,7,40,AC,Station
255,Columbus,Ohio,Cincinnati,Ohio,OurBus Afternoon,Sleeper,120,193,I-95,13:00,15:00,2.2,21,48,55,AC,Station
256,Columbus,Ohio,Pittsburgh,Pennsylvania,Megabus Evening,Seater,209,336,I-40,17:00,20:00,3.8,34,14,45,"AC, Charging",Online/Station
257,Columbus,Ohio,Pittsburgh,Pennsylvania,Jefferson Lines Afternoon,AC,209,336,I-5,16:00,19:00,3.8,32,39,50,"WiFi, Charging",Station
258,Columbus,Ohio,Pittsburgh,Pennsylvania,FlixBus Evening,Seater,209,336,US-1,19:00,22:00,3.8,35,20,45,"WiFi, AC, Charging",Online
259,Minneapolis,Minnesota,Saint Paul,Minnesota,Southeastern Stages Morning,Seater,12,19,I-75,10:00,10:00,0.2,10,7,55,"AC, Restroom",Online/Station
260,Minneapolis,Minnesota,Saint Paul,Minnesota,BoltBus Morning,Sleeper,12,19,I-35,06:00,06:00,0.2,10,15,50,"WiFi, AC, Restroom, Charging",Online/Station
261,Minneapolis,Minnesota,Milwaukee,Wisconsin,FlixBus Afternoon,Seater,393,632,I-5,12:00,19:00,7.1,55,9,55,"WiFi, AC, Charging",Online
262,Minneapolis,Minnesota,Milwaukee,Wisconsin,Trailways Morning,AC,393,632,I-75,09:00,16:00,7.1,66,23,45,"AC, Restroom",Station
263,Minneapolis,Minnesota,Milwaukee,Wisconsin,Southeastern Stages Morning,Seater,393,632,I-75,11:00,18:00,7.1,91,23,40,AC,Online/Station
264,Minneapolis,Minnesota,Des Moines,Iowa,RedCoach Afternoon,Luxury,235,378,I-10,15:00,19:00,4.3,49,15,50,AC,Station
265,Minneapolis,Minnesota,Des Moines,Iowa,Megabus Afternoon,Seater,235,378,I-75,15:00,19:00,4.3,21,28,40,"WiFi, AC",Station
266,Minneapolis,Minnesota,Des Moines,Iowa,RedCoach Afternoon,AC,235,378,I-35,12:00,16:00,4.3,57,6,45,"WiFi, AC, Charging",Online/Station
267,Minneapolis,Minnesota,Duluth,Minnesota,OurBus Evening,AC,148,238,US-66,17:00,19:00,2.7,22,17,50,"AC, Charging",Online/Station
268,Minneapolis,Minnesota,Duluth,Minnesota,Jefferson Lines Night,Sleeper,148,238,US-1,20:00,22:00,2.7,22,0,40,"WiFi, Charging",Online
269,Minneapolis,Minnesota,Duluth,Minnesota,Peter Pan Morning,Sleeper,148,238,US-66,07:00,09:00,2.7,31,40,40,"WiFi, AC, Snacks",Online
270,Minneapolis,Minnesota,Duluth,Minnesota,RedCoach Afternoon,Luxury,148,238,I-70,12:00,14:00,2.7,23,34,50,"AC, Charging",Online/Station
271,Kansas City,Missouri,Saint Louis,Missouri,RedCoach Afternoon,Luxury,303,487,I-5,14:00,19:00,5.5,51,22,40,"WiFi, AC, Charging",Station
272,Kansas City,Missouri,Saint Louis,Missouri,Trailways Morning,Sleeper,303,487,I-40,07:00,12:00,5.5,64,35,45,AC,Station
273,Kansas City,Missouri,Wichita,Kansas,BoltBus Evening,Sleeper,213,342,I-90,17:00,20:00,3.9,45,20,40,"WiFi, AC, Snacks",Station
274,Kansas City,Missouri,Wichita,Kansas,Southeastern Stages Afternoon,Seater,213,342,I-90,15:00,18:00,3.9,40,8,40,"WiFi, AC, Snacks",Online
275,Kansas City,Missouri,Wichita,Kansas,Greyhound Afternoon,Luxury,213,342,I-40,16:00,19:00,3.9,35,40,50,AC,Station
276,Kansas City,Missouri,Wichita,Kansas,OurBus Morning,Seater,213,342,I-75,07:00,10:00,3.9,50,15,50,"AC, Charging",Station
277,Kansas City,Missouri,Omaha,Nebraska,Jefferson Lines Morning,AC,175,281,I-80,07:00,10:00,3.2,29,30,50,"AC, Charging",Online/Station
278,Kansas City,Missouri,Omaha,Nebraska,Jefferson Lines Night,AC,175,281,I-70,20:00,23:00,3.2,36,2,45,"AC, Restroom",Online/Station
279,Kansas City,Missouri,Omaha,Nebraska,Peter Pan Morning,AC,175,281,I-95,11:00,14:00,3.2,42,44,50,"AC, Restroom",Station
280,Salt Lake City,Utah,Provo,Utah,Trailways Night,Sleeper,39,62,I-35,20:00,20:00,0.7,10,35,55,"AC, Restroom",Online
281,Salt Lake City,Utah,Provo,Utah,BoltBus Morning,Sleeper,39,62,I-25,11:00,11:00,0.7,10,21,55,"AC, Charging",Station
282,Salt Lake City,Utah,Provo,Utah,Jefferson Lines Evening,AC,39,62,I-90,17:00,17:00,0.7,10,11,55,"WiFi, AC, Charging",Station
283,Salt Lake City,Utah,Boise,Idaho,RedCoach Afternoon,AC,356,572,I-35,16:00,22:00,6.5,54,23,40,"AC, Restroom",Station
284,Salt Lake City,Utah,Boise,Idaho,OurBus Afternoon,Sleeper,356,572,I-80,14:00,20:00,6.5,73,27,40,"WiFi, AC",Online/Station
285,Albuquerque,New Mexico,Santa Fe,New Mexico,Southeastern Stages Afternoon,Sleeper,64,102,I-90,16:00,17:00,1.2,14,41,55,"WiFi, Charging",Station
286,Albuquerque,New Mexico,Santa Fe,New Mexico,Southeastern Stages Morning,Seater,64,102,I-35,11:00,12:00,1.2,13,1,40,"WiFi, AC, Snacks",Online
287,Albuquerque,New Mexico,El Paso,Texas,Jefferson Lines Morning,AC,229,368,I-75,08:00,12:00,4.2,42,11,45,AC,Station
288,Albuquerque,New Mexico,El Paso,Texas,BoltBus Night,Sleeper,229,368,I-95,20:00,00:00,4.2,42,0,45,"WiFi, AC, Restroom, Charging",Online/Station
289,Albuquerque,New Mexico,Tucson,Arizona,OurBus Morning,Seater,357,574,I-80,08:00,14:00,6.5,68,37,45,"AC, Charging",Online/Station
290,Albuquerque,New Mexico,Tucson,Arizona,Greyhound Morning,Seater,357,574,I-95,09:00,15:00,6.5,41,27,55,AC,Online
291,Albuquerque,New Mexico,Tucson,Arizona,RedCoach Morning,AC,357,574,I-40,07:00,13:00,6.5,78,28,40,"WiFi, AC, Charging",Online
292,Richmond,Virginia,Norfolk,Virginia,Megabus Morning,Sleeper,92,148,I-40,10:00,11:00,1.7,16,34,40,"WiFi, AC, Charging",Online
293,Richmond,Virginia,Norfolk,Virginia,Greyhound Afternoon,AC,92,148,I-35,12:00,13:00,1.7,16,10,50,"WiFi, AC, Snacks",Online
294,Richmond,Virginia,Norfolk,Virginia,Jefferson Lines Afternoon,Sleeper,92,148,I-10,12:00,13:00,1.7,22,4,50,"WiFi, AC, Charging",Online/Station
295,Richmond,Virginia,Virginia Beach,Virginia,OurBus Afternoon,Sleeper,111,178,I-25,13:00,15:00,2.0,26,48,55,AC,Online
296,Richmond,Virginia,Virginia Beach,Virginia,Trailways Evening,Sleeper,111,178,I-80,19:00,21:00,2.0,27,32,40,"WiFi, AC",Online/Station
297,Richmond,Virginia,Virginia Beach,Virginia,OurBus Morning,AC,111,178,I-90,06:00,08:00,2.0,20,1,45,"WiFi, AC, Snacks",Station
298,Norfolk,Virginia,Virginia Beach,Virginia,Peter Pan Evening,Sleeper,21,33,I-75,17:00,17:00,0.4,10,46,55,"WiFi, Charging",Online/Station
299,Norfolk,Virginia,Virginia Beach,Virginia,Trailways Afternoon,Seater,21,33,US-1,15:00,15:00,0.4,10,3,55,"AC, Charging",Online/Station
300,Norfolk,Virginia,Virginia Beach,Virginia,Peter Pan Afternoon,Seater,21,33,US-66,12:00,12:00,0.4,10,5,40,"WiFi, AC",Online/Station
301,Norfolk,Virginia,Virginia Beach,Virginia,Greyhound Morning,Luxury,21,33,I-35,09:00,09:00,0.4,10,42,45,"WiFi, AC",Station
302,Louisville,Kentucky,Indianapolis,Indiana,Megabus Night,AC,108,173,I-70,22:00,00:00,2.0,24,27,45,"WiFi, Charging",Station
303,Louisville,Kentucky,Indianapolis,Indiana,Peter Pan Morning,AC,108,173,I-25,08:00,10:00,2.0,10,35,45,AC,Online/Station
304,Louisville,Kentucky,Indianapolis,Indiana,Peter Pan Evening,AC,108,173,I-70,17:00,19:00,2.0,18,47,55,"WiFi, AC, Restroom, Charging",Online/Station
305,Louisville,Kentucky,Cincinnati,Ohio,Southeastern Stages Morning,Sleeper,104,167,I-80,10:00,11:00,1.9,18,22,40,"AC, Charging",Online/Station
306,Louisville,Kentucky,Cincinnati,Ohio,BoltBus Afternoon,AC,104,167,I-70,12:00,13:00,1.9,25,6,40,"WiFi, AC, Charging",Online/Station
307,Louisville,Kentucky,Cincinnati,Ohio,RedCoach Morning,AC,104,167,I-25,10:00,11:00,1.9,11,39,45,"AC, Restroom",Online
308,Louisville,Kentucky,Nashville,Tennessee,Southeastern Stages Afternoon,Seater,160,257,I-10,14:00,16:00,2.9,39,16,45,AC,Online/Station
309,Louisville,Kentucky,Nashville,Tennessee,OurBus Afternoon,Sleeper,160,257,I-75,14:00,16:00,2.9,15,9,55,"WiFi, AC",Online
310,Memphis,Tennessee,Jackson,Mississippi,Southeastern Stages Afternoon,Seater,196,315,I-95,14:00,17:00,3.6,44,18,55,"WiFi, AC",Station
311,Memphis,Tennessee,Jackson,Mississippi,RedCoach Afternoon,Sleeper,196,315,I-5,13:00,16:00,3.6,43,16,40,"WiFi, AC, Charging",Online
312,Memphis,Tennessee,Jackson,Mississippi,RedCoach Morning,Seater,196,315,I-25,06:00,09:00,3.6,28,23,45,AC,Station
313,Memphis,Tennessee,Jackson,Mississippi,Greyhound Morning,Seater,196,315,I-25,07:00,10:00,3.6,18,42,50,"WiFi, Charging",Online
314,Memphis,Tennessee,Birmingham,Alabama,Southeastern Stages Afternoon,Seater,250,402,I-90,14:00,18:00,4.5,35,9,50,"AC, Restroom",Online
315,Memphis,Tennessee,Birmingham,Alabama,BoltBus Night,AC,250,402,I-75,20:00,00:00,4.5,31,25,40,"WiFi, AC, Charging",Online
316,Memphis,Tennessee,Birmingham,Alabama,Megabus Afternoon,Sleeper,250,402,US-66,13:00,17:00,4.5,43,20,55,"AC, Restroom",Station
317,Memphis,Tennessee,Little Rock,Arkansas,RedCoach Morning,Seater,157,252,I-80,11:00,13:00,2.9,13,22,55,"WiFi, AC, Snacks",Station
318,Memphis,Tennessee,Little Rock,Arkansas,FlixBus Morning,Seater,157,252,I-95,09:00,11:00,2.9,13,50,50,"AC, Charging",Online
319,Memphis,Tennessee,Little Rock,Arkansas,Peter Pan Afternoon,Sleeper,157,252,I-70,12:00,14:00,2.9,20,51,55,"WiFi, Charging",Online
320,Memphis,Tennessee,Little Rock,Arkansas,Megabus Afternoon,AC,157,252,I-10,14:00,16:00,2.9,25,44,55,AC,Online/Station
321,Birmingham,Alabama,Montgomery,Alabama,Southeastern Stages Morning,Luxury,86,138,I-5,11:00,12:00,1.6,10,5,55,"WiFi, AC, Snacks",Online
322,Birmingham,Alabama,Montgomery,Alabama,Southeastern Stages Morning,Seater,86,138,I-40,06:00,07:00,1.6,20,21,50,"WiFi, AC, Charging",Online/Station
323,Birmingham,Alabama,Montgomery,Alabama,Megabus Morning,Luxury,86,138,I-35,10:00,11:00,1.6,10,17,40,"AC, Charging",Station
324,Birmingham,Alabama,Nashville,Tennessee,Trailways Morning,AC,182,292,I-95,10:00,13:00,3.3,41,33,45,"WiFi, AC, Charging",Online/Station
325,Birmingham,Alabama,Nashville,Tennessee,Trailways Evening,AC,182,292,US-66,19:00,22:00,3.3,28,28,45,"WiFi, AC, Restroom, Charging",Online
326,Birmingham,Alabama,Nashville,Tennessee,Trailways Afternoon,Luxury,182,292,I-40,13:00,16:00,3.3,25,49,50,AC,Online/Station
327,Birmingham,Alabama,Atlanta,Georgia,FlixBus Afternoon,Seater,167,268,I-40,15:00,18:00,3.0,15,40,40,AC,Online
328,Birmingham,Alabama,Atlanta,Georgia,RedCoach Morning,Sleeper,167,268,I-40,06:00,09:00,3.0,32,55,55,"WiFi, AC, Charging",Online/Station
329,Baltimore,Maryland,Washington DC,DC,Peter Pan Night,Seater,39,62,I-10,20:00,20:00,0.7,10,35,45,"WiFi, AC, Charging",Online
330,Baltimore,Maryland,Washington DC,DC,Jefferson Lines Evening,Sleeper,39,62,I-95,18:00,18:00,0.7,10,19,40,"AC, Restroom",Station
331,Baltimore,Maryland,Philadelphia,Pennsylvania,OurBus Evening,Seater,109,175,I-95,17:00,19:00,2.0,19,8,45,"WiFi, AC, Restroom, Charging",Online/Station
332,Baltimore,Maryland,Philadelphia,Pennsylvania,Trailways Evening,AC,109,175,I-10,19:00,21:00,2.0,11,7,45,"WiFi, AC, Snacks",Online/Station
333,Baltimore,Maryland,Philadelphia,Pennsylvania,Megabus Morning,Sleeper,109,175,I-75,10:00,12:00,2.0,12,46,50,"AC, Restroom",Station
334,Baltimore,Maryland,Philadelphia,Pennsylvania,Peter Pan Afternoon,Sleeper,109,175,I-10,13:00,15:00,2.0,11,12,55,"WiFi, Charging",Online/Station
335,Buffalo,New York,Albany,New York,Megabus Afternoon,Seater,353,567,I-70,15:00,21:00,6.4,29,15,40,"WiFi, AC",Station
336,Buffalo,New York,Albany,New York,Trailways Morning,AC,353,567,I-10,07:00,13:00,6.4,84,25,40,"WiFi, AC, Restroom, Charging",Online/Station
337,Buffalo,New York,Cleveland,Ohio,Megabus Afternoon,Luxury,216,347,US-66,12:00,15:00,3.9,45,35,50,"WiFi, Charging",Online
338,Buffalo,New York,Cleveland,Ohio,Peter Pan Morning,AC,216,347,I-90,11:00,14:00,3.9,34,39,50,"WiFi, AC, Snacks",Online
339,Pittsburgh,Pennsylvania,Philadelphia,Pennsylvania,Trailways Morning,Seater,335,539,I-25,07:00,13:00,6.1,57,34,55,"AC, Charging",Online
340,Pittsburgh,Pennsylvania,Philadelphia,Pennsylvania,FlixBus Night,Sleeper,335,539,I-75,20:00,02:00,6.1,80,7,45,"WiFi, AC, Snacks",Online/Station
341,Oklahoma City,Oklahoma,Tulsa,Oklahoma,Southeastern Stages Morning,AC,115,185,I-75,11:00,13:00,2.1,12,33,40,AC,Station
342,Oklahoma City,Oklahoma,Tulsa,Oklahoma,OurBus Night,Sleeper,115,185,I-35,20:00,22:00,2.1,10,10,50,"WiFi, Charging",Online/Station
343,Oklahoma City,Oklahoma,Wichita,Kansas,Trailways Evening,Sleeper,153,246,I-90,19:00,21:00,2.8,23,0,40,"WiFi, Charging",Station
344,Oklahoma City,Oklahoma,Wichita,Kansas,OurBus Morning,Sleeper,153,246,I-25,11:00,13:00,2.8,26,23,45,"WiFi, AC",Online/Station
345,Oklahoma City,Oklahoma,Wichita,Kansas,FlixBus Evening,AC,153,246,I-75,17:00,19:00,2.8,37,2,55,"WiFi, AC, Charging",Station
346,Boise,Idaho,Salt Lake City,Utah,Peter Pan Evening,Sleeper,356,572,I-95,19:00,01:00,6.5,59,5,50,"WiFi, Charging",Online/Station
347,Boise,Idaho,Salt Lake City,Utah,Jefferson Lines Afternoon,AC,356,572,I-70,16:00,22:00,6.5,85,15,45,"WiFi, AC, Snacks",Station
348,Boise,Idaho,Salt Lake City,Utah,FlixBus Morning,Sleeper,356,572,I-75,06:00,12:00,6.5,81,7,55,"WiFi, Charging",Online/Station
349,Boise,Idaho,Pocatello,Idaho,OurBus Afternoon,AC,264,424,US-66,12:00,16:00,4.8,44,41,45,"WiFi, AC, Restroom, Charging",Online
350,Boise,Idaho,Pocatello,Idaho,Southeastern Stages Morning,Seater,264,424,US-1,11:00,15:00,4.8,60,27,50,"WiFi, AC, Restroom, Charging",Online
351,Boise,Idaho,Pocatello,Idaho,RedCoach Afternoon,Sleeper,264,424,I-75,14:00,18:00,4.8,64,39,50,"AC, Charging",Station
352,Boise,Idaho,Pocatello,Idaho,OurBus Morning,AC,264,424,I-95,07:00,11:00,4.8,36,18,50,"WiFi, AC, Snacks",Station
353,Sacramento,California,Fresno,California,Jefferson Lines Afternoon,Luxury,173,278,I-95,13:00,16:00,3.1,42,8,40,"AC, Charging",Station
